0.397937 1 0.879152 0.18596
0.847217 2 1.36608 0.0787201
1.30883 3 0.385734 0.0977006
2.24831 4 0.33959 0.0575519
2.76739 5 1.55647 0.00583847
2.94397 6 0.222849 0.0483602
4.60143 7 1.09823 0.167221
4.92615 8 0.457718 0.0839433
5.30249 9 1.81878 0.180837
5.55192 10 0.288105 0.0091161
5.58877 11 0.0142979 0.0459248
6.11107 12 2.20512 0.150578
7.00482 13 1.42822 0.204089
7.08043 14 0.449196 0.160524
9.00304 15 0.433251 0.0734964
9.81004 16 0.795157 0.0125874
10.5683 17 0.715002 0.0872321
11.2059 18 0.539584 0.289442
11.2833 19 0.516479 0.0111946
11.994 20 0.449186 0.030728
12.2618 21 1.04178 0.133529
12.3649 22 0.170834 0.0840335
12.6694 23 0.013278 0.0391771
12.742 24 0.113496 0.0946997
13.2227 25 0.671684 0.0488557
13.3484 26 1.63024 0.114514
14.7874 27 0.311863 0.0949495
15.0863 28 1.62845 0.119611
15.3735 29 0.0434807 0.350021
15.4258 30 0.741184 0.11106
15.9753 31 0.165345 0.0443404
16.069 32 0.97233 0.0378962
16.138 33 0.316471 0.0393113
16.606 34 0.0274282 0.0577324
17.0283 35 3.11815 0.319295
17.5312 36 0.740478 0.0234302
17.585 37 0.123139 0.53601
18.089 38 0.610341 0.0292081
18.6184 39 0.439559 0.0643781
18.8859 40 0.683805 0.0173127
19.0261 41 0.0818688 0.112317
19.2323 42 0.267089 0.0148712
19.7663 43 0.153216 0.298719
20.5197 44 0.760389 0.172033
20.7497 45 0.0715014 0.0975102
20.7565 46 0.78387 0.0101035
21.6664 47 2.62432 0.210532
23.4532 48 0.498809 0.376193
23.7694 49 0.649935 0.0599947
23.798 50 0.0141331 0.00399763
24.4702 51 0.232687 0.389157
24.7616 52 0.311794 0.0351176
24.8256 53 0.088472 0.116687
25.1535 54 1.48697 0.0534884
25.3448 55 0.0464082 0.0244395
26.5968 56 0.58299 0.0836098
27.1864 57 0.21589 0.0711248
28.188 58 1.73991 0.00986503
28.5584 59 0.600527 0.00867705
29.8285 60 0.227738 0.038356
31.1531 61 0.770592 0.184733
31.1578 62 0.729246 0.125993
31.2285 63 0.239158 0.0307518
32.1491 64 0.35504 0.0883129
32.2503 65 0.0142187 0.0180252
32.6527 66 0.323212 0.000470654
33.5356 67 0.792844 0.0843083
33.6148 68 0.851556 0.132876
33.7721 69 2.2926 0.0567904
33.9423 70 0.987717 0.0858393
34.0853 71 0.627614 0.226373
34.3375 72 0.713061 0.025242
34.7621 73 2.1366 0.113961
35.8728 74 0.417466 0.187346
36.1691 75 0.841567 0.0123527
38.0906 76 1.01977 0.168092
38.2672 77 0.353513 0.112528
38.5325 78 0.201187 0.0870536
39.5973 79 1.49438 0.336437
39.7851 80 0.621503 0.129191
40.3748 81 0.48706 0.0761868
40.9137 82 0.18344 0.10328
42.4765 83 0.385977 0.0964454
42.7276 84 0.450873 0.00193798
43.1938 85 0.251249 0.125904
43.5114 86 0.237765 0.03426
44.0511 87 0.673663 0.138298
44.2929 88 1.47521 0.0145574
44.5729 89 0.247957 0.00969228
44.6271 90 0.30592 0.0893729
45.0491 91 0.597856 0.00342034
45.4504 92 2.43077 0.105585
45.9799 93 0.395227 0.0250081
46.1734 94 0.106606 0.0458173
47.3077 95 0.400723 0.413781
47.3589 96 0.211096 0.16409
48.4714 97 0.851914 0.0594073
48.8564 98 0.0734173 0.251928
48.9092 99 0.876825 0.0633463
49.1264 100 1.28781 0.016187
52.5091 101 1.41814 0.00382829
53.6842 102 0.496943 0.0955966
53.7728 103 0.0925286 0.150982
53.8641 104 1.40139 0.164672
54.8061 105 0.589317 0.0150791
55.0711 106 0.0236507 0.00716754
55.3325 107 0.836807 0.0467273
57.3574 108 0.3814 0.128033
57.6596 109 1.40894 0.0454912
57.6855 110 0.0117374 0.193658
59.5405 111 0.00824826 0.144779
59.6717 112 2.01923 0.13093
59.8948 113 0.131806 0.0414613
60.5879 114 0.470722 0.00558701
60.956 115 0.156197 0.019783
61.163 116 0.131263 0.157841
61.1723 117 0.177454 0.207603
61.4836 118 2.01918 0.263222
61.6955 119 0.853158 0.0907964
62.164 120 1.07158 0.0179957
62.1802 121 0.680038 0.00516829
62.5268 122 0.84068 0.0271668
62.9573 123 1.90494 0.0310968
65.3968 124 0.795618 0.076708
65.8728 125 0.623965 0.138968
66.8713 126 2.33655 0.0373886
67.5262 127 0.355506 0.0238753
67.9302 128 0.176119 0.0206032
68.048 129 2.02235 0.0842979
68.1714 130 0.421175 0.0674245
68.8441 131 0.180609 0.114114
70.6013 132 0.062408 0.0059781
70.7481 133 0.398928 0.0669114
70.7771 134 1.49007 0.119186
70.964 135 0.332091 0.096144
72.8373 136 0.547383 0.00249884
72.9363 137 0.0487324 0.136193
73.9005 138 0.455862 0.0604581
74.4692 139 0.538384 0.093406
75.0344 140 0.877942 0.463965
76.1693 141 0.171144 0.0608833
76.4863 142 1.65824 0.0305605
77.0303 143 0.0146071 0.0260351
77.1041 144 1.49349 0.0385688
77.8142 145 0.338547 0.103785
78.9882 146 0.274801 0.177814
79.4319 147 0.694053 5.53519e-06
79.7986 148 0.261634 0.0319575
80.829 149 1.1198 0.216576
81.1061 150 0.79734 0.305318
81.2088 151 0.814179 0.0660503
81.5133 152 1.08826 0.294448
81.6347 153 0.918756 0.212275
81.765 154 0.263501 0.0239924
81.9115 155 0.511159 0.0638189
83.49 156 0.870346 0.0232525
83.503 157 0.386987 0.131097
83.5864 158 0.727444 0.0622829
83.8208 159 0.227651 0.0206358
83.9417 160 1.15365 0.199404
84.3836 161 0.0875228 0.112346
85.071 162 0.226939 0.0141642
85.4352 163 0.883269 0.1219
85.5314 164 0.435426 0.0833378
85.7835 165 0.141721 0.0229244
86.7011 166 0.126192 0.0669541
86.7794 167 0.307619 0.128042
86.846 168 0.0216484 0.144955
88.2564 169 0.966674 0.00971677
88.9435 170 0.171639 0.00871086
90.1138 171 0.562374 0.131563
90.8054 172 0.0326814 0.32685
91.2445 173 0.241864 0.0338155
91.3619 174 0.791643 0.0105687
91.4996 175 0.0115963 0.0811141
91.5322 176 0.00649812 0.110841
